,text_token,toxic,severe_toxic,obscene,threat,insult,identity_hate
7735,พึ่งรู้เลยนะว่าอุปกร์กีฬายิงธนูระดับมือโปรก็คือมีไปถึงหลักแสนกว่าเลยสุดยอดมากน้องโอมก็คือตั้งใจฟังพี่เขาเล่ามากtheadventureplusep,0,0,0,0,0,0
2624,ชีวิตหลังแต่งงานของปู้อี๋และซซก็อยู่อย่างมีความสุข️เพียงเพราะฮองเฮาได้จากไปก่อนแล้วหลังจากนั้นย่าและพ่อแม่ของเธอก็จากไปทีละคนในเมืองนี้ไม่มีใครให้เธอห่วงกังวลอีกแล้วเธอและปู้อี๋จึงจากไปท่องเที่ยวทั่วโลกจ้าวลู่ซืออู๋เหล่ยlovelikethegalaxyดาราจักรรักลานาใจ,0,0,0,0,0,0
7360,เป็นบุญตาแล้วแกเอ้ยได้เจอนางฟ้าก่อนตาย,0,0,0,0,0,0
9558,ฝากไว้ก่อนนะอีควายไม่ว่างทวงรู้สึกว่าตอแหลตั้งแต่บอกวันกักตัวละกุอยากจะปาไกด์ไลน์ใหม่ใส่หน้าอย่ามาเหลี่ยมนะคิดว่ากูไม่รู้หรอคะแต่ฝากไว้ก่อนรอกุเคลียร์งานเสดเมื่อไหร่มึงเจอแน่,1,0,0,1,1,0
10091,เกลียดการท้องเสีย,0,0,0,0,0,0
9284,บอกน้องว่านอนตีมาหลายคืนแล้วคืนนี้จะนอนเร็วมันสวนมาอย่างรวดเร็วตอแหลไอ่เวน,1,0,0,0,0,0
888,สักนิดนะครับอ้วนไปหน่อยวันนี้หมออยู่สุพรรบุรีนะครับหุ่นแบบนี้กอดอุ่นนะครับใครอยากผ่อนคลายทักมาครับนวดไทยออยนวดกษัยนวดคู่สนใจแอดไลน์มานะครับบางทีทวิตไม่แจ้งเตือนไอดีไลน์hanakadevil,0,0,0,0,0,0
7021,รับจ้างตบแอนตี้ทั่วประเทศค่าจ้างเป็นค่าประกันพอแค่นั้น,0,0,0,0,0,0
2437,อย่าเชื่อนายน้อยมากเลยอาเฟยโม้ไปงั้นตัดสัมพันธ์กี่รอบไม่ตางไม่แต่งงานไรประชดไปงั้นรอเจอหน้ากันก่อนเถอะดั่งห้วงสมุทรลิขิตจันทราดาราจักรรักลานาใจlovelikethegalaxywuleizhaolusiอู๋เหล่ยจ้าวลู่ซือ,0,0,0,0,0,0
6056,น้องเย็ดนี่ลูกเมียน้อยอิคุนายที่,0,0,1,0,0,0
7675,เป็นรูปก็ว่าไม่ไหวแล้วนะมาเป็นคลิปกุตายดีกว่า,0,0,0,0,0,0
817,รับงานไม่รวมค่ารรเน้นความลับอมสดไม่แตกใส่หน้าใส่ปากไม่เล่นลิ้นไม่เอารูก้นอวบนิดแต่ไม่อ้วนนะนนสสนมไม่ชอบผ่านได้ถ้าสนใจทักแชทหรือแอดไลน์มาสอบถามได้จ้าวรับงานพะเยาขายตัวพะเยาพะเยารับงานไซด์ไลน์พะเยาไอดีkakaza,0,0,1,0,0,0
9097,พลังควายแดงแม่งปลอมวะ,1,0,0,0,0,0
3414,เงินเข้าทุกวันเข้าทั้งวันไปเลยค่าาาใครอยากมีรายได้ในเวลาว่างแค่ทำงานผ่านมือถือสบายหาเงินใช้เองชิวไปค่ะงานง่ายใครก็ทำได้สนใจรีเฟบเดมหางานหางานออนไลน์ฟรีงานออนไลน์bbillkinแพทริคjenniejayblalisaพิ้งกี้โหนกระแสพรีมายาไบร์ทวิน,0,0,0,0,0,0
6352,"ดาด้าเตรียมล้างแค้นปนัดดาในระหว่างที่""ปนัดดา""จับตัว""หมอิชา""ไว้เป็นตัวประกันจู่""ดาด้า""ก็โผล่มาดักไว้เพราะต้องการล้างแค้นปนัดดาที่เคยลงมือฆ่า""กำนันดำ""จนเสียชีวิตthheadlineบอดี้การ์ดหมอลำช่องวันละครดีดูที่ช่องวัน",0,0,0,0,0,0
2341,ในความคิดท่านแม่ทัพคือเซ่าซางไม่เคยผิดเซ่าซางคือคนที่ดีที่สุดในจักรวาลรักเค้าอ่ะเนาะะะดาราจักรรักลานาใจ,0,0,0,0,0,0
9193,อย่าลืมเปลี่ยนดิสจองกุกไม่ชอบคนตอแหล,1,0,0,0,0,0
3167,"สอนเค้าว่า""คนเราเท่ากัน""แต่ไปทำร้ายเค้าอิหยังวะโหนกระแส",0,0,0,0,0,0
1809,อยากให้ใครหลายคนสนใจแท็กนี้หน่อยค่ะนักเรียนหลายคนไม่ได้รู้เหตุการ์อะไรแค่ไปกดขำในรูปเพจโรงเรียนแต่มีการขู่ว่าจะโดนฟ้องจะพักการเรียนแล้วพี่จะดูแลผมดีไหมครับคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
8262,candyเว็บโคตรกากเลยtt,0,0,0,0,1,0
1264,แจยอนเหมือนแมวส้มอ้วน,0,0,0,0,0,0
5086,ขอดูหีหน่อย,0,0,1,0,0,0
7731,จบวันแรกอันดับเคียงข้างแพโกพาฮยองขนาดไม่ได้ยิงตัดกันเองนะเนี่ยแหะ,0,0,0,0,0,0
5835,ล่อเสียวเมียน้าข้างบ้านแอบเย็ดตอนน้าผู้ชายไปทำงานxxx–หนังโป๊มากxxxหนังavดูpornหีสาวสวยมากที่สุด,0,0,1,0,0,0
5194,คลิปหลุดน้องฮายขย่มควยผัวลีลาเด็ดonlyfansใส่ชุดนอนสายเดี่ยวยั่วร่อนหีบดควยรัว,0,0,1,0,0,0
4449,suseenแต่นมยังสวยอยู่นะลูกสองยังถือว่างาม,0,0,0,0,0,0
4945,จริงหน้าหี,1,0,0,0,0,0
4045,หนังไทยหน่มกลับมาจากทำงานเจอเมียอยากโดนเย็ดหีเลยจัดให้อย่างเต็มที่เย็ดหีท่าหมาควยกระแทกสุดรูหีหนังโป๊,0,0,1,0,0,0
6755,"razel""จะนั่งเป็นเพื่อน""เขาบอกหันไปมองเวลาคิดว่าคงไม่คุยอะไรต่อแล้วมือตบไหล่พี่สามทีจากแรงตบอาจอนุมานถึงความรู้สึกหมั่นไส้รักเคารพปนกันไป""เย็นนี้ก่อนฝึกทานข้าวด้วยกันนะ""หัวเขาเด้งอีกอย่างขึ้นมาในหัวตอนกำลัวจะหันไปสนใจหนังสือของตนหรือพี่เป็นmจริงwa",0,0,0,0,0,0
3702,บางบอนเอกชัยอยากอมควยจังอยากโดนแตกคาปาก,0,0,1,0,0,0
1035,พุงยืนแบบอุบาดมากอุบาดแบบอุบาดดดดดเป็นทรงพุงที่แบบไม่ใช้อ้วนปกติอะใส่เกงไรไม่ได้เลยเซงจะลดก็เครียดเกินกว่าจะลด,0,0,0,0,0,0
9422,อันนี้คือเจ๊แกตอแหลแหละ,0,0,0,0,1,0
5590,คลิปโป๊ฝรั่งสาวตัวน้อยอมควยแล้วช่วยตัวเองแตกใส่หน้า,0,0,1,0,0,0
1228,อีกแล้วพี่วินอ้วนมากพี่ลอต,0,0,0,0,0,1
7542,happychมาอยู่กับพี่ซิไม่มีลำบากมีแต่อดอยากกับอดตาย,0,0,0,0,0,0
7070,คุกอนช่าก็ตีใส่ไปเลยบ่ยอมมไม่ได้เห็นลูกที่ตบฝังเพราะอะไรเอ่ยโดนดักตลอดเลยค่า,0,0,0,0,0,0
5141,ผมชอบเลียจะมีสิทธิ์เค้ามั้ยน้อตอนนี้อยากเลียหีจังเลยอยากกินน้ำหีคุมาก,0,0,1,0,0,0
6551,คุแรมโบ้น่ะตื่นแล้วที่แปลว่าตื่นคนแรกเพราะว่าเป็นนักฆ่าที่สุดยอดอะเซ่,0,0,0,0,0,0
52,น้องอตลฟีลดีมากมึงแต่กะเทยไม่เทสแน่เชื่อกุ,0,0,0,0,1,0
7598,เป็นตายค่ะyugyeomyugyeomstliveinbkkdyugyeomstliveinbkkcrในคลิปนะคะ,0,0,0,0,0,0
6555,อีดอกงานภูเก็ตหรืองานฆ่ามัมหมี,0,0,0,0,0,0
8544,เน๊ตaisกากจริงช้าจนต้องกราบไหว้ดูแอพaisplayไม่ได้เลยค่ะใช้เน๊ตaisดูแอพของaisไม่ได้มึงคิดว่ากุเส้าป่ะต้องใช้wifiตลอด,0,0,0,0,1,0
159,กุล่าสุดที่น้องผู้ชายรีวิวว่ากะเทยเกินไป,0,0,0,0,0,0
8671,กรี๊ดดรากสก่แสกาหาทกากทแทแทแท,0,0,0,0,0,0
1587,เดินเล่นเหงากทมนัดเจอเกย์เกย์มหาลัย,0,0,0,0,0,0
1589,ใครไม่ซีเรื่องหน้าตามาเลยครับเดี๋ยวผมให้เยสชายแท้เกย์สาวสองขอสะดวกมานะครับนนทบุรีตำบลท่าทรายนัดเย็ดนนทบุรีนัดเย็ดอมควยเด็กรับงาน,0,0,1,0,0,0
10015,กุอ้วนจิงหรอน่าเกลียดมากเลยหรอ,0,0,0,0,0,0
9494,ตอแหลคืองานประจำ,0,0,0,0,0,0
6687,นายเอกกะจะยกจวนอ๋องให้อยู่แล้วทำแบบนี้คือโคตรตบหน้าเหมือนสิ่งที่ทำหมดทุกอย่างแมร่งโคตรสูญเปล่าคนที่จะได้รับตำแหน่งก็คือนั่งกระดิกเท้ารอสบายแต่ไอ้คนที่ไปตบตีพวกเสือสิงห์กระทิงในเมืองหลวงนี่สิลำบากลำบนแทบตายเพราะงี้สินะพ่อแม่ไม่ใช่เซฟโซนโคตรสงสารนายเอกเลย,0,0,0,0,0,0
9655,ดูพูดเก่งดีอะแต่ก็ดูตอแหลแบบเช่นกันเหมือนเตรียมคำพูดมาแล้วอะโน่นนี่,0,0,0,0,1,0
6848,อ๋อฉันเขียนตัวละครตบตีกันในหัวตัวเองทุกงาน,0,0,0,0,0,0
6174,เปลี่ยนบรรยากาศบ้างจากที่เคยเย็ดหีก็เปลี่ยนมาเย็ดอีกรูเสียวไปอีกแบบทั้งตอดทั้งรัดไม่หยุดแถมยังนวดและดูดควยตลอดเวลาที่เย็ดจนน้ำแตกzxnfxcncimgforเงี่ยนnsfwxroleplayยืมเมจ,0,0,1,0,0,0
8920,ไอควายนี่ขอให้แอคปลิวไม่ต้องเล่นอีกไปออกไป,1,0,0,0,0,0
3858,หุ่นดีหล่อสักสวยควยงาม,0,0,1,0,0,0
9988,เกลียดแคป,0,0,0,0,0,0
6945,หรอตบ,0,0,0,0,0,0
2828,ชาวทวิตดิวอริสราคือดือมากกกกพิมความเห็นน่าอ่านน่าคิดตัดสลับในเฟสราวฟ้ากับขี้เปียก,0,0,0,0,0,0
436,ติ่งแบกเพื่อไทยติ่งแดงนางแบกจนบ้งสมองบวมตรรกะสวะปัญญาอ่อนจริงสวะแบบมึงถ้าจะเอาปริมาเขตที่ชนะมาเที่ยววัดว่าอะไรคทอปักธงได้เนี่ยมึงเชิญไปก่อกองทรายฝังศพโครตพ่อโครตแม่มึงเถอะเอาให้ใหญ่กว่านะเฮ้ยปักธงท้องถิ่นของคะก้าวหน้าให้ได้เลยนะไอ้ตุ้กสมองหลอน,1,1,0,0,1,0
5789,ผัวชวนเพื่อนข้างห้องมาเย็ดกับเมียตนเองนั่งถ่ายคลิปไว้ดูเมียสวยจริงคลิปเต็มนนดูคลิปเต็ม,0,0,1,0,0,0
8328,เน็ตทรูกากไปไหนกูง,0,0,0,0,1,0
3878,มึงอมหรอทำไมมึงอมอ่าาาควยมันอมได้จริงดิ,0,0,1,0,0,0
1588,ไม่โดนเย็ดมาเดือนแล้วเกินไปมั้ยยยอยากโดนเบ็ดชิบหายหาดใหญ่นัดเย็ดเกย์,0,0,1,0,0,0
2780,ตามหาคนต้องการรายได้เสริมนกเรียนนักศึกษาว่างงานไม่ใช่การพนันไม่ใช่งานลูกโซ่ใครสนใจเดมมาได้เลยงับบ️ดิวอริสราโหนกระแสแล้วพี่จะดูแลผมดีไหมครับบ่วงวิมาลาepbbrightvcแพทริคdewjsuดาราจักรรักลานาใจlisapopezaapwarwanarat,0,0,0,0,0,0
9144,ส่งเรื่องถึงคุกันต์จอมพลังพร้อมโหนกระแสด่วนสงสัยมันไม่ได้อยากเป็นครูมันอยากเลี้ยงควายมากกว่ามั้งน่ะ,0,0,0,0,0,0
9828,mtnuเกลียด,0,0,0,0,0,0
5686,เช็กชี้จังน่ารักน่าโดนเย็ดจัง,0,0,1,0,0,0
3965,ตัวพี่มองชิงช้าอันใดพบเป็นหน้าดวงใจพี่นี้อีควยยากมากสัมผัสคือไรไม่มี,1,0,0,0,0,0
4727,คลิปหลุดหีสวยสาวสิงค์โปรงานพรีเมียมหีชมพูเนียนไร้ขนนอนแหกหีช่วยตัวเอง,0,0,1,0,0,0
973,อ้วน,0,0,0,0,0,1
1238,อ้วนแบบนี้ชอบไหมเงี่ยน,0,0,0,0,0,0
2951,โล๊ะตู้โล๊ะตู้เสื้อผ้าส่งต่อส่งต่อเสื้อผ้ามือเสื้อผ้ามือสองเสื้อผ้ามือสองสภาพดีเสื้อผ้ามือสองราคาถูกเสื้อผ้าสไตล์เกาหลีอิงล็อตmewsuppasitlalisabambamคิมซอนโฮประวิตรโหนกระแสลุงตู่อยู่ยาวชาล็อตออสตินforeverloveกลรักรุ่นพี่ศาลรัฐธรรมนูญ,0,0,0,0,0,0
2342,ฟีลหนังใหญ่ภาพเหล่ยเหลยจากสตูคือหล่อมากเข้มแค่ไหนชั้นก็เอ็นดูอ่ะเฮ้ยอู๋เหล่ยwuleilovelikethegalaxy星汉灿烂ดาราจักรรักลำนำใจดั่งห้วงสมุทรลิขิตจันทรา疑商夫妇xinghancanlanอู๋เหล่ยwulei吳磊,0,0,0,0,0,0
6772,ไอ่เหี้ยะไม่เชื่ออย่าลบหลู่ลองฟังเฉยเพราะจะหมดเดือนแล้วฟังแล้วก้คือตบเข่าฉาดหมอนกแมร้งตังสั่นอยากดูไพรเวท,0,0,0,0,0,0
7582,ตายละแฟ้ก,0,0,0,0,0,0
6046,อมเย็ด,0,0,1,0,0,0
2158,คุบแซ่บโชว์วันนี้เขาชัดเจนมากทั้งสองคนเค้ารักกันมากเค้าอยู่เพื่อกันและกันเค้าจะเคียงข้างกันตลอดไปเรามีความสุขมากคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
9454,ไม่แม่มันอาจจะตอแหลกว่า,1,0,0,0,1,0
7887,เหนื่อยมากสิบนาทีน้องชวนเล่นเป่ายิงฉุบยางยิงเยาปั้กกะเป่ายิ้งฉุบทั้งวันละเมอยังยกแขนขึ้นมาทำค้อนกระดาษกรรไกร,0,0,0,0,0,0
1497,อยากอมควยอ่ะเกย์ร้อยเอ็ด,0,0,1,0,0,0
4545,นมโคกับนมวัวคือเหมือนกันมั้ย,0,0,0,0,0,0
6465,เมะฆ่ากันตายโหดแค่ไหนเฮอร์เร่อยังไงกุทนดูได้หมดยกเว้นเรื่องการนอกใจทุเรสเกินจะทนดูต่อสี่ตอนแล้วกุหยุดเลยเหี้ยเกินไม่ไหว,0,0,0,0,0,0
4257,taylorswiftนมเย็นหรือนมชมพูนั้นเองครับอร่อยมาก,0,0,0,0,0,0
2422,ยังดีที่จบดาราจักรรักลานาใจแล้วยังมีของรักของข้าให้ดูต่อไม่งั้นฉันคงยังวนเวียนอยู่แถวอำเภอหัวอะค่ะแต่ถ้าเรื่องนี้จบอีกทำไงอะㅠㅠ,0,0,0,0,0,0
8720,พอละกับนายกพระราชทานกูอยากเลือกตั้งแล้วโว้ยออกไปสักทีไอ้ควายม็อบสิงหา,1,0,0,0,0,0
5185,ควยคารวยควยควยควยแม่ง,1,0,0,0,0,0
5647,asianclipxxxโม้กควยให้เสียวแล้วขึ้นขย่มเองไร้ขนทั้งคู่เลยเหมือนดูเย็ดกันจริง,0,0,1,0,0,0
357,stchปัญญาอ่อนมันเป็นเพียงแค่การแสดงงงงงงงงงงงมันไม่ใช่ตัวตนจริงของตะนอย,0,0,0,0,0,0
5242,ควย,1,0,0,0,0,0
2130,มันจบตั้งแต่การที่มีสุขหรือมีทุกข์คนที่นึกถึงและรับรู้เป็นคนแรกคือนุ๊กและปายแล้วละงื้ออออออคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
9406,บ้านนี้ก็ตอแหลไม่หยุดใครก็จำวีรกรรมหล่อนได้,0,0,0,0,1,0
2092,จาดแปลว่าอะไรนะยัยน้องงงคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
5409,เล่นอาวีช่วงนี้เจอแต่คนออกไม่ก็เสมิฟควยไรเนี่ย,1,0,0,0,0,0
2015,ผมทำได้ทุกเพื่อคนที่ผมรักคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
9223,ชปบังพิ้งที่ชอบตอแหลว่ารักเท่ากันเมื่อไหร่จะตายโหง,1,0,0,0,0,0
4044,หนังโป๊ฝรั่งดูฟรีกระหรี่สาวเก่งเรื่องการใช้ปากอมควยพร้อมส่งสายตายั่วยวนดูดควยมิดด้ามรีดน้ำว่าวให้แตกคาปากอมสดเสียวกลั้นน้ำควยไม่อยู่,0,0,1,0,0,0
187,พรุ่งนี้โมงกะเทยตายกะเทยเผาafterlikeอย่าอ่อมถ้าอ่อมคือช็อตฟีลแบบแสนโวลต์แต่พี่มั่นมากยังไงก็ปังเท่านั้น,0,0,0,0,0,0
8957,ไอควายถ้ามึงคุยกับเพื่อนแล้วเพื่อนไม่สนท้อปปิคที่มึงพยายามคุยด้วยซักนิดมึงจะอยากคุยกับเค้าหรอ,1,0,0,0,0,0
3655,ป๊าดดดดคำแปลไบเบิ้ลบิวbiblebiuld,0,0,0,0,0,0
3426,ตามนั้นและงับgetwellbuildbuildjakapanไบเบิ้ลบิว,0,0,0,0,0,0
7464,ท่าประจำคุเค้านั่นแหละใช่ครับผมตายอีกแล้ใ,0,0,0,0,0,0
1381,แวะมางานแข่งเรือหน้าวัดท่าหลวงพ่อค้ารออยุ่สคกยครับทักครัชทักมานะเกย์พิจิตรเกย์นัดได้ทักแชทดมป้อปพิจิตรเกย์พิจิตรหาหมู่มีแฟนแล้ว,0,0,1,0,0,0
7744,ว๊าวววไปยิงซอมบี้กันtheadventureplusep,0,0,0,0,0,0
413,ปัญญาอ่อนสินะนี่ล่ะฉันฉันที่อายุปีฮานากาคิทาเคมิจิtokyorevengersโตมันผมชอบการ์ตูนครับ,0,0,0,0,0,0
5037,ดูหีได้ไหม,0,0,1,0,0,0
4897,นี่ตอนเกิดมาได้กัดหีแม่ป่ะไม่ใช่ไรเห็นบอกอยากกินเนื้อคน,1,0,1,0,0,0
3336,ใครกำลังมองหางานทำอยู่ใช่ไหมคะรายได้ขั้นต่ำเงินเข้าธนาคารโดยตรงงานถูกกฎหมายไม่จำกัดอายุทำได้ตลอดชมสนใจรีเดมมานะคะโป๊ปไอซ์พรีมายาโหนกระแสงานออนไลน์หางานออนไลน์ฟรีหาเงินเข้าบัญชีนักเรียนนักศึกษารายได้เสริมปาทูรีทวิต,0,0,0,0,0,0
3606,คสพดีจังว้ะทำงานคนเดียวก็มีอีกคนส่งกำลังใจพออีกคนป่วยก็มีอีกคนส่งกำลังใจและมักจะมาคนแรกเสมอกำลังใจสำคัญของกันและกันbiblebiuldไบเบิ้ลบิว,0,0,0,0,0,0
3175,คนเราเท่ากันแต่สติผิดชอบชั่วดีคนเราไม่เท่ากันโหนกระแส,0,0,0,0,0,0
2241,ใครยังไม่ซื้อคอนเสิร์ตคืนนี้รีบไปซื้อนะคาดว่ารถน้ำตาลคว่ำแน่นอนคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
9879,เธอเกลียดอะไรชั้นหรือเปล่าคุเจ,0,0,0,0,0,0
8087,มายิงเดี่ยวกันค่ะพาน้องขึ้นเทรนdjyoungjaewithbambambamjaebestfriend,0,0,0,0,0,0
256,ไอบ์แรงมากเอาความเป็นกะเทยสู้จะไม่แมสไหวหรอ,0,0,0,0,0,0
7324,ไปค่ะโหวตกันให้ตายไปข้างด้อมพระเจ้าตากเรามันแข็งแกร่งถึงขอบตาจะดำเราก็จะสู้วววว่าแต่สปอนด์อายครีมยังไม่เข้าอีกหรอเข้าได้แล้วนะคะ,0,0,0,0,0,0
200,เมื่อคืนดูวอลเลย์หรือวอลเลย์ดูกูดึกชิบหายยเวลากะเทยไปอีก,0,0,0,0,0,0
2235,ทุกคนช่วยเราด้วยเราหยุดยิ้มไม่ได้คุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
4743,สบายหรือร้อนหีก่อน,0,0,1,0,0,0
1767,หิวควยเกย์รับร่านอยากมีผัวค่ะ,0,0,1,0,0,0
4236,นมสวยครับ,0,0,1,0,0,0
7652,เห็นนมสู้ตาย,0,0,0,0,0,0
8599,นังเนตกากมากมองหน้าน้องมาร์คไม่ชัด,0,0,0,0,0,0
9172,มันเริ่มละวิจัยตัวร้ายกับควายหนึ่มตุว️,0,0,0,0,0,0
1572,ลองแกล้งเอาปากมาลองน้ำหน่อยดิเกย์นัดเย็ดเกย์นัดเย็ดสุโขทัย,0,0,1,0,0,0
24,สิงหาวันกะเทยแห่งชาติมาค่ะเริ่มอาฟเต้อไล้เริ่ม,0,0,0,0,0,0
3363,superslotthรวมค่ายสมาชิกใหม่รับสมาชิกใหม่รับเครดิตฟรีแอดมินเว็บไซต์เครดิตฟรีไม่ต้องฝากเครดิตฟรีล่าสุดเครดิตฟรีกดรับเองรับsuperslotพิ้งกี้โหนกระแสคนละครึ่ง,0,0,0,0,0,0
1088,หาคนคุยหาสาวใหญ่คุยคับชอบอวบอ้วนสาวใหญ่คุยลับขอผู้หญิงนะครับสาวใหย่สาวอวบอ้วนเงี่ยนคุยเสียวลับแอบเล่นสาวใหญ่คุยได้หมดขอเป็นญนะคับdmนะครับ,0,0,1,0,0,0
4674,วันที่️แซลม่อน️ชานมไข่มุก️ข้าวต้มหมู,0,0,0,0,0,0
2694,‍️คิดถึงแล้วlovelikethegalaxy星汉灿烂ดาราจักรรักลำนำใจดั่งห้วงสมุทรลิขิตจันทรา疑商夫妇xinghancanlanzhaolusiจ้าวลู่ซือwuleiอู๋เหล่ย,0,0,0,0,0,0
7864,หลังจากทำรู้สึกได้เลยคือผิวใสขึ้นละเอียดขึ้นแบบบอกไม่ถูกคือยิงครั้งเดียวเห็นผลอย่างกับทาครีมมาทั้งชีวิตเว่อร์ป่ะแต่มันแบบนั้นจริงเรารู้สึกได้เลยว่าแต่งหน้าโชว์ผิวได้แล้วอะผิวแข็งแรงหน้าไบร์ทขึ้นใสขึ้นยิ่งออกแดดคือฉ่ำโคตร,0,0,0,0,0,0
3398,ฝากด้วยนะคะพี่ม็อบสิงหานายกเถื่อนสตีวิดโหนกระแส,0,0,0,0,0,0
3559,มานั่งยิ้มนั่งเขินเพราะอีกูเกิ้ลมันแปลอ่ะคนดีคนดีคนดีbiblebuildไบเบิ้ลบิว,0,0,0,0,0,0
9321,baedaแปลกเนอะเวลาจะหาเสียงพรรคโน้นพรรคนี้บอกตัวเองเป็นประชาธิปไตยพอได้เป็นก็ไปอยู่กับเผด็จการทำไมไม่ชูพรรคชัดไปเลยว่าสนับสนุนเผด็จการหรือคนไม่เอาเผด็จการปลอมกว่าละครก็พรรคการเมืองนี้แหละที่ตอแหลได้โล่,1,0,0,0,0,0
2841,ตรรกะป่วยมากนี่คือตัวอย่างของคนที่ไม่เข้าใจคำว่าprivacyจริงพูดยังไงให้แซะคนอื่นใครบอกไม่แซะจะบ้องหูแล้วให้ฟังอีกทีไม่ว่าจะดาราฮอลลีวูดหรือดาราแบบไหนทุกคนมีสิทธิในความคิดเห็นส่วนตัวของตัวเองทั้งนั้นแค่ไม่เดือดร้อนคนอื่นไม่พาดพิงคนอื่นแค่นั้นก็ได้แล้วป่าวอะดิวอริสรา,1,0,0,1,0,0
2311,น้องลื่นเจียเจี๋ยรีบคว้าเลยดูแลกันดีอ่ะ️ดั่งห้วงสมุทรลิขิตจันทราดาราจักรรักลำนำใจ,0,0,0,0,0,0
8481,กากสัสเน็ตทรู,1,0,0,0,1,0
3234,เนี่ยแหละน้าประเทศไทยผ่านมาห้าวันแล้วยังไม่มีหน่วยงานไหนเข้ามาจัดการเลยแจ้งไปสารพัดที่ก็ยังเงียบแล้วเวลามาแก้ไขอะไรแบบนี้ไม่เคยเก็บกวาดให้เรียบร้อยเลยอยากให้ประเทศพัฒนาคนก็ควรพัฒนาไปด้วยนะนายกเถื่อนโหนกระแสประเทศไทย,0,0,0,0,0,0
4152,แต่เช้าอิพายเอากูแต่เช้าควยจริง,1,0,0,0,0,0
1309,ฟรีไซส์ขยายรูepการ์ตูนเกย์เกย์การ์ตูนโป๊ะโดจินthaidojinยสตนควยเกย์gaythaigayการ์ตูนโป๊ะเกย์ฟรีไซส์ขยายรู,0,0,1,0,0,0
695,จริงขนาดซื้อการ์ตูนมาอ่านยังหาว่าปัญญาอ่อนอยู่เลยโคตรแย้,0,0,0,0,0,0
7896,โอมยิงธนูลงมากลางใจเราได้เลยtheadventureplusepohmpawat,0,0,0,0,0,0
3752,สวยมากควยฉีดจะฝังมุกวงแหวนรอบหัวได้ไหมครับ,0,0,1,0,0,0
6337,อีพิศมันทำเอ็งเพียงนี้ยังจะปกป้องมันอีกรึหลบไปข้าจะเอาเลือดหัวมันออกหากแม่นายจักฆ่าพ่อเวทย์แก้วจงฆ่าบ่าวแทนเถิดเจ้าค่ะอีพิศปลขออนุญาตเจ้าของภาพคลายเครียดกับชาวมาเฟีย,0,0,0,0,0,0
1227,ป้าดดดดมึงคือกล้าวาเอื้อยกูอินี่อ้วนแล้วมันไปหนักหัวมึงติเขางามกว่าสั่นแหล่งอิจฉาเขาติสาว,1,0,0,0,0,0
1999,เลิกจิ้นแต่ไม่ได้แปลว่าเลิกกันนะจ๊ะยังรักกันเหมือนเดิมเหมือนเดิมทุกอย่างเลยและพิเศษไปกว่านั้นคือการกระทำทุกวันนี้ยิ่งชัดเจนขึ้นนนนคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
276,เป็นepที่กุรำคาญผู้หญิงมากเข้าใจว่ารักแหละแต่เธอมีลูกจะคิดถึงแต่ผัวไม่ได้มั้ยไม่เก็ทกะลอจิกยัยคนนี้เลยจะให้ลูกมีพ่อแบบนี้อยู่อีกอ่อเธอปัญญาอ่อนหรือโง่หงิดมากโหนกระแส,1,0,0,0,1,0
8747,เนื้อเพลงบพแล้วมึงเสร่อไรด้อมมึงชอบฟังเนื้อเพลงก็ฟังไปดิอิโง่มาเสร่อว่าเนื้อเพลงวงกูทำควยไรด้อมกูเน้นมันส์ดังจ้าไม่เน้นความหมายเสือกนักอีควายอัมหี,1,1,0,0,0,0
9434,ยังมีหน้ามาพูดว่าชาวเน็ตด่าใครไม่รู้ชื่อมายเอาชื่อแฟนเก่าของแฟนมาตั้งคือมันต้อมั่นเบอไหนสังคมรอบข้างมึงตอแหลค่ะมึงแค่ผญสวยที่สันดารเสียอะผชคือหลงมากจนดูโง่อิผญสำคัญตัวเองคิดว่าดีเกินจะคบกับผชโง่นี่จนบอกเลิกอิผชไม่วายตัดใตไม่ได้อยากคืยดีปสดคู่อิดอกชิบหายแน่,1,0,0,0,1,0
5929,คลิปโป๊ไทยน้องมีมี่วัยรุ่นไทยน่ารักลีลาเด็ดดูดควยผัวเสียวโดนเด้าปากแล้วเย็ดร่องนม,0,0,1,0,0,0
2953,โล๊ะตู้โล๊ะตู้เสื้อผ้าส่งต่อส่งต่อเสื้อผ้ามือเสื้อผ้ามือสองเสื้อผ้ามือสองสภาพดีเสื้อผ้ามือสองราคาถูกเสื้อผ้าสไตล์เกาหลีอิงล็อตmewsuppasitlalisabambamคิมซอนโฮประวิตรโหนกระแสลุงตู่อยู่ยาวชาล็อตออสตินforeverloveกลรักรุ่นพี่ศาลรัฐธรรมนูญ,0,0,0,0,0,0
