Column1,comment_text,hashtag,toxic,severe_toxic,obscene,threat,insult,identity_hate,non_toxic
217,"แฟนคนปัจจุบันของ ส.ต.ท.หญิง ให้สัมภาษณ์กับสื่อ ว่าเคยสอนน้องเอไปว่า ""คนเราเท่ากัน"" พี่หนุ่มถึงกับใช้คำว่าแบบนี้มันคือ ""ตรรกะวิบัติ"" พี่หนุ่มถามแทนคนในสังคมว่า ความหมายของคำว่าคนเราเท่ากันของคุณหมายถึงอะไร #โหนกระแส https://t.co/yjLfJgSuKA",/โหนกระแส,0,0,0,0,0,0,1
218,คำพูดของผชหลงกี ที่บอกว่าเหยื่อชอบพูดโกหกเลยโดนทำร้าย แต่ผลตรวจร่างกายมันไม่โกหกจร้า อิควาย อาการหนักขนาดไหน #โหนกระแส,/โหนกระแส,1,0,0,0,0,0,0
219,รำคาญกัน จอมพลัง จะเอาสาระมาดราม่าทำไม  #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
220,"ศีลเสมอกันกันทั้งผัว-เมีย 
#โหนกระแส",/โหนกระแส,1,0,0,0,0,0,0
221,""" คนเราเท่ากัน "" พูดออกมาได้เฮงซวย ตรรกะมึงป่วยมากนะ 🤬😡😠
#โหนกระแส",/โหนกระแส,0,0,0,0,0,0,1
222,ต้องทำความผิดแะไรขนาดนั้นถึง ต้องตีกันว่ะ  #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
223,"นุชอย่าทำ เดี๋ยวเจ็บมือ
นุชอย่าทำ เดี๋ยวห้องเหม็นคาวเลือด
กูถามก่อน คนเราเท่ากันตรงไหน? มึงไม่ได้กลัวเค้าเจ็บตัวเลยนะ #โหนกระแส",/โหนกระแส,0,0,0,0,0,0,1
224,นั่งดูอยู่กับทนาย  ....ให้ทนายช่วยหาคำตอบ คนเราเท่ากันด้วยนะเว้ย...#โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
225,"เท่ากันยังงัยว่ะ😩
#โหนกระแส",/โหนกระแส,0,0,0,0,0,0,1
226,"ทำไมดูเค้าตั้งใจพูดให้แย่
หรือเพราะความมั่น+ตรรกะพังเหรอ
#โหนกระแส",/โหนกระแส,0,0,0,0,0,0,1
227,คนเราเท่ากัน ถ้าเขาทำกับคุณแบบนั้นเหมือนกันได้มั้ยล่ะ #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
228,"อ้าว ฝั่งผู้ชายนั่งดูทีวีอยู่กับทนาย
จะเป็นเรื่องเป็นราวอีกไหมน้อ
สงสารลูกพี่ชิบหาย ทำรายการนี้จนกลายเป็น พิธีกรอายุน้อยร้อยคดีไปแล้วมั้งเนี่ย
#โหนกระแส",/โหนกระแส,0,0,0,0,0,0,1
229,เหี้ยจริงๆ ทำแบบนี้ #โหนกระแส,/โหนกระแส,1,0,0,0,0,0,0
230,ถ้าโฟนอินเข้ามามึงก็เตรียมรับทัวร์เลย #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
231,จิตวิปริตพอกัน!  #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
232,มันบอกเคยสอนเหยื่อเสมอว่า “คนเราเท่ากัน” เยสแม่ ทั้งทุบตี ทำร้ายสารพัด คนเราเท่ากัน ขอบคุณนะคะที่กล้าจะสอนหนู ไอ้เหี้ยคมสิทธิ์ จังพานิช #โหนกระแส https://t.co/JrKHEN8qHP,/โหนกระแส,1,0,0,0,0,0,0
233,ผช.ตรรกะวิปริตมากต้องอยู่ในสังคมแบบไหนมาถึงคิดอะไรแบบนี้ได้ ระบบสมองโคตรพังเลย #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
234,"ศีลเสมอกันซินะ
#โหนกระแส",/โหนกระแส,0,0,0,0,0,0,1
235,#คนเราเท่ากัน แสดงว่าคนพูดน่าจะไม่ใช่คน #โหนกระแส https://t.co/FtozlH3DbV,/คนเราเท่ากัน/โหนกระแส,0,0,0,0,0,0,1
236,แฟนใหม่นี่ความคิดป่วยมาก ดูสัมภาษณ์มั่นหน้ามั่นโหนกมากพี่ชายเครียดละมั้งกร่างขนาดนี้ คนไม่ดีก็ไล่ออกจะไปเอาเค้ามาอยู่ทำไม บอกเค้าร้องไห้กลับมาขอโทษเป็นแบบนี้หลายครั้งก็ควรจบไหมแก ประเด็นคือแกทำร้ายเค้าโว๊ย อีบ้า #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
237,คนเชี่ยที่ไม่รู้ตัวว่าตัวเองเชี่ย ตรรกะผิดเพี้ยนมาก #โหนกระแส,/โหนกระแส,1,0,0,0,0,0,0
238,โคตรจะไม่เเมนเเถมตรรกะพังอีก  #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
239,ระบบความคิดมึงพังแล้ว แยกแยะไม่ได้เลยว่าอะไรถูกอะไรผิด อะไรดีอะไรชั่ว #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
240,#โหนกระแส  #นายกเถื่อน https://t.co/RQHqRdpLUb,/โหนกระแส/นายกเถื่อน,0,0,0,0,0,0,1
241,"สอนเค้าว่า ""คนเราเท่ากัน"" แต่ไปทำร้ายเค้า อิหยังวะ #โหนกระแส",/โหนกระแส,0,0,0,0,0,0,1
242,เห็นมั้ย มันยากแค่ไหนที่เค้าจะหลุดออกมาได้ อีเมียทำร้ายร่างกายสารพัด ส่วนผัวใหม่ก็เบลมเหยื่อให้รู้สึกผิดตลอด แถมร่วมทำร้ายด้วย #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
243,"เอเป็นเครื่องมือใคร? จากคำพูดฝ่ายชาย โยนคำถามแบบนี้ วานพี่หนุ่มไขข้อข้องใจคำนี้หน่อยค่ะหรือฝ่ายชายพูดเพื่อเบี่ยงเบนกระเด็น..
#โหนกระแส",/โหนกระแส,0,0,0,0,0,0,1
244,ต้องเป็นคนดีขนาดไหนถึงโดนออกจากราชการเพราะทุจริต #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
245,"คนเราเท่ากันในมุมมองของคุณมันคืออะไร ในมุมมองของผม มันคือการไม่มีชนชั้นวรรณะ ไม่มีการข่มขู่ ไม่มีการทำร้ายกัน  

ฟาดมันค่ะพี่หนุ่ม #โหนกระแส https://t.co/Dl4xhT3Npp",/โหนกระแส,0,0,0,0,0,0,1
246,กล้าที่จะฝากคำพูดถึงเหยื่อที่ถูกมึงกับเมียทารุณ ว่า คนเราเท่ากัน ไปเรียนมาใหม่นะไอ้หน้าตัวเมีย มึงอ่ะไปทำความเข้าใจว่าคนเราเท่ากันมาใหม่  #โหนกระแส,/โหนกระแส,1,0,0,0,0,0,0
247,สว รู้ไหม ว่า สว กับ ตำรวจ ได้เมียคนเดียวกัน #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
248,ขอคำจำกัดความของคำว่า #คนเราเท่ากัน ค่ะท่านประธาน #โหนกระแส,/คนเราเท่ากัน/โหนกระแส,0,0,0,0,0,0,1
249,คนเราเท่ากัน แต่สติผิดชอบชั่วดี คนเราไม่เท่ากัน #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
250,"ทำร้ายร่างกายไม่เท่ากับการสอน
#โหนกระแส #เมียน้อยสว",/โหนกระแส/เมียน้อยสว,0,0,0,0,0,0,1
251,สอนคนอื่นยังไงให้ตัวเองเจ็บ ด่าตัวเองชัดๆ  #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
252,มึงไม่ได้แมนนะคะที่ออกมาบอกว่ามึงก็ทำร้ายเค้าเนี่ย มึงเหี้ยและตรรกะวิบัติอย่างที่พี่หนุ่มบอกเลย #โหนกระแส,/โหนกระแส,1,0,0,0,0,0,0
253,ถ้าเขาขออยู่ต่อจริง ถ้าเขาไม่ดีขนาดนั้น แล้วมึงยังรับเขาไว้ทำไม อำนาจใหญ่ขนาดนั้น แค่จะเอาคนๆนึงออกจากชีวิตมันไม่ยากขนาดนั้นมั้ง หนัง ห. คนเราเท่ากันพ่องงงงงง #โหนกระแส,/โหนกระแส,1,0,0,0,0,0,0
254,MVP มากพี่หนุ่ม  #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
255,บอกว่าคนเราเท่ากัน แทนที่จะสอนคุณเอ คุณสอนตัวเองกับเมียคุณเถอะคะ   #โหนกระแส https://t.co/BYs2v2Hk2T,/โหนกระแส,0,0,0,0,0,0,1
256,ผัวใหม่นี่เคยชินแต่การใช้อิทธิพลแบบโง่ๆแน่ๆ นักการเมืองท้องถิ่น/ตำรวจที่โดนออกจากราชการเพราะทุจริตอ่ะเนาะ อห คำพูดคำจา #โหนกระแส,/โหนกระแส,1,0,0,0,1,0,0
257,"ผัวใหม่อี #เมียน้อยสว ห้ามเมียอย่าทำเดี๋ยวเจ็บมือเจ็บตีน อีเหี้ยยย เลวกะคนทั้งโลกรักเธอคนเดียว
#โหนกระแส",/เมียน้อยสว/โหนกระแส,1,0,0,0,0,0,0
258,“คนเราเท่ากัน” สอนตัวเองก่อนมั้ย คมสิทธิ์ #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
259,"ลูกนักการเมืองท้องถิ่น บอกว่า ""คนเราเท่ากัน""
ทำไมคุณกล้าสอนคนอื่น ทำไมไม่สอนตัวเองก่อน #โหนกระแส",/โหนกระแส,0,0,0,0,0,0,1
260,"ใครกำลังมองหางานทำอยู่ใช่ไหมคะ
-รายได้ขั้นต่ำ 100++
 -เงินเข้าธนาคาร โดยตรง
 -งานถูกกฎหมาย
 -ไม่จำกัดอายุ ทำได้ตลอด24ชม
-สนใจ รี เดมมานะคะ  #โป๊ปไอซ์ #พรีมายา #โหนกระแส #งานออนไลน์  #หางานออนไลน์ฟรี #หาเงินเข้าบัญชี #นักเรียน #นักศึกษา #รายได้เสริม #ปาทู #รีทวิต https://t.co/L75xDY5csH",/โป๊ปไอซ์/พรีมายา/โหนกระแส/งานออนไลน์/หางานออนไลน์ฟรี/หาเงินเข้าบัญชี/นักเรียน/นักศึกษา/รายได้เสริม/ปาทู/รีทวิต,0,0,0,0,0,0,1
261,อิผัวใหม่ อิโง่ อิง่าว มึงนั่นแหละเป็นคนโง่ที่สุดในเรื่องนี้แล้ว #โหนกระแส,/โหนกระแส,1,0,0,0,1,0,0
262,คนเราเท่ากันกูอยากจะแหม๊ ไปถึงดาวอังคาร ไอ้ห่า #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
263,"ผัวใหม่กะ #เมียน้อยสว
นี่ศีลเสมอกันชิบหาย
#โหนกระแส",/เมียน้อยสว/โหนกระแส,0,0,0,0,0,0,1
264,ลูกจ้างอ่ะ ถ้ามันเหี้ย มันไม่ดี มึงก็แค่ไล่ออกไปซิวะ จะทำร้ายร่างกายเค้าทำไม อีพวกเหี้ย ละเสือกบอกคนเราเท่ากัน เท่าพีอมึงดิ #โหนกระแส,/โหนกระแส,1,0,0,0,0,0,0
265,"บ้านป่าเมืองเถื่อนที่แท้ทรู คนมีอำนาจขู่เหยื่อออกสื่อ
#โหนกระแส #เมียน้อยสว",/โหนกระแส/เมียน้อยสว,0,0,0,0,0,0,1
266,ผัวพูดเหี้ยเว่อ #โหนกระแส,/โหนกระแส,1,0,0,0,0,0,0
267,"ผัวใหม่อีเมียน้อยขู่หว่ะ สัส
#โหนกระแส #เมียน้อยสว",/โหนกระแส/เมียน้อยสว,0,0,0,0,0,0,1
268,อีผัวใหม่บอก คนเราเท่ากัน แต่มึงก็ตบเค้าป่ะว่ะ มันเท่ากันตรงไหน #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
269,แฟนผู้หญิงคือยังงัยวะ ถ้าฉลาดจะไม่ออกมาพูดงี้อ่ะ นี่เค้าไม่เอ๊ะ กับคำพูดตัวเองบ้างเหรอวะ #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
270,จะบอกว่าคนที่ตรรกะแบบนี้มีอยู่จริงนะ ทำร้ายร่างกายคนอื่นเพราะคิดว่าสมควรแล้ว คนนี้ชอบโกหก ชอบแถ และมาทำให้ฉันโมโหเอง ทั้งที่ความจริงไม่มีใครควรทำร้ายร่างกายใครทั้งนั้น #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
271,ผัวใหม่หลงกีป่ะ #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
272,"ให้เมียน้อย เข้าเป็นราชการ เพื่อรับเงินเดือน แถมคนใช้เข้าราชการ ""ก็ไม่ต้องจ่ายเงินเดือน"" #มันคุ้นๆอยู่นะ #โหนกระแส #เมียน้อยสว",/มันคุ้นๆอยู่นะ/โหนกระแส/เมียน้อยสว,0,0,0,0,0,0,1
273,ถ้าเขาไม่ดีขนาดนั้นก็ไล่เขาออกมะ มึงจะไปตบตีเขาทำไมก่อน เลวโดยสันดานอย่ามาแถ #โหนกระแส,/โหนกระแส,1,0,0,0,0,0,0
274,"เรื่องนี้สิ่งที่อยากรู้ไม่ใช่เรื่องผัวๆเมียๆ แต่สิ่งที่อยากรู้ คือ 
1. สว ที่เกี่ยวข้องกับเรื่องนี้เป็นใคร 
2.การยกเว้นระเบียบเข้ารับราชการตำรวจและการเข้ารับราชการทหารมีการตั้งกรรมการสอบหรือยัง 3.การเอาทหารมารับใช้ตำรวจทำได้ยังไง 
4.มีการช่วยราชการ กอรมน จริงหรือไม่ #โหนกระแส",/โหนกระแส,0,0,0,0,0,0,1
275,มึงก็ไล่ออกสิค๊าาาา จะไปทำร้ายร่างหายเค้าทำเพื่อ อีโง่ #โหนกระแส,/โหนกระแส,1,0,0,0,0,0,0
276,""" คนเท่ากัน "" อึ้งคำนี้..#โหนกระแส",/โหนกระแส,0,0,0,0,0,0,1
277,โห เลวพอกันทั้งผัวทั้งเมีย  #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
278,"ใครกำลังมองหางานทำอยู่ใช่ไหมคะ
-รายได้ขั้นต่ำ 100++
 -เงินเข้าธนาคาร โดยตรง
 -งานถูกกฎหมาย
 -ไม่จำกัดอายุ ทำได้ตลอด24ชม
-สนใจ รี เดมมานะคะ  #โป๊ปไอซ์ #พรีมายา #โหนกระแส #งานออนไลน์  #หางานออนไลน์ฟรี #หาเงินเข้าบัญชี #นักเรียน #นักศึกษา #รายได้เสริม #ปาทู #รีทวิต https://t.co/M0FpG9lmPY",/โป๊ปไอซ์/พรีมายา/โหนกระแส/งานออนไลน์/หางานออนไลน์ฟรี/หาเงินเข้าบัญชี/นักเรียน/นักศึกษา/รายได้เสริม/ปาทู/รีทวิต,0,0,0,0,0,0,1
279,"ฝ่ายประชาสัมพันธ์ รพ.จุฬาลงกรณ์ สภากาชาดไทย โพสต์ขอบคุณ พี่หนุ่ม กรรชัย และบริษัท 88 (ไทยแลนด์) จำกัด ที่มอบเจลและสเปรย์แอลกอฮอล์ล้างมือ จำนวน 27,500 ชิ้น ให้กับโรงพยาบาลค่ะ
#โหนกระแส #เที่ยงวันทันเหตุการณ์ 
#LYOThailand https://t.co/KzfGEQ60pJ",/โหนกระแส/เที่ยงวันทันเหตุการณ์/LYOThailand,0,0,0,0,0,0,1
280,"อันนี้เห็นด้วยอย่างยิ่ง
#โหนกระแส https://t.co/Ls8z3IH6Uy",/โหนกระแส,0,0,0,0,0,0,1
281,"โหนกระแสวันนี้ ยังคงตามกันต่อ ทหารรับใช้จะมานั่งในรายการเป็นครั้งที่ 3 เพราะเรื่องนี้ไม่จบง่ายๆ รอติดตามกันนะคะ
#เที่ยงวันทันเหตุการณ์ #โหนกระแส https://t.co/9RJKqS6i7q",/เที่ยงวันทันเหตุการณ์/โหนกระแส,0,0,0,0,0,0,1
282,"ใครกำลังมองหางานทำอยู่ใช่ไหมคะ
-รายได้ขั้นต่ำ 100++
 -เงินเข้าธนาคาร โดยตรง
 -งานถูกกฎหมาย
 -ไม่จำกัดอายุ ทำได้ตลอด24ชม
-สนใจ รี เดมมานะคะ  #โป๊ปไอซ์ #โหนกระแส #งานออนไลน์  #หางานออนไลน์ฟรี #หาเงินเข้าบัญชี #นักเรียน #นักศึกษา #รายได้เสริม #ปาทู #รีทวิต https://t.co/LraeUiDpDw",/โป๊ปไอซ์/โหนกระแส/งานออนไลน์/หางานออนไลน์ฟรี/หาเงินเข้าบัญชี/นักเรียน/นักศึกษา/รายได้เสริม/ปาทู/รีทวิต,0,0,0,0,0,0,1
283,ข่าวไข่มุกเมโล เปิดโลกการกินหมูกะทะมาก คนดวงดีอ่ะมุงง คือดวงจะได้เงิน #โหนกระแส,/โหนกระแส,0,0,0,0,0,0,1
284,ลูกค้่าน่ารักมากส่งภาพมาให้รีวิว #ตรีชฎา #ปั้นรากหญ้าสู่เศรษฐี #พิ้งกี้ #โหนกระแส https://t.co/I77S2wwuOo,/ตรีชฎา/ปั้นรากหญ้าสู่เศรษฐี/พิ้งกี้/โหนกระแส,0,0,0,0,0,0,1
285,"@RedSkullxxx มีใครเป็นทนายในนี้ไหม​​ #ตรงนี้ใครจะชนะ เอาตามตัวบทกฎหมาย​
ระหว่างลูกค้าโพสต์​รีวิวลงโซเชียล​ กับเจ้าของร้านที่มาขู่จะฟ้อง​และขู่ต่างๆนานา​ ขอให้เรื่องนี้ได้ออก​#โหนกระแส​ ด้วย",/ตรงนี้ใครจะชนะ/โหนกระแส,0,0,0,0,0,0,1
286,สุดท้ายแล้วเรื่องของเธอคงจางหายไปตามกาลเวลาสินะ... #นายกเถื่อน #ม็อบ23สิงหา65 #แตงโมต้องได้รับความยุติธรรม #โหนกระแส https://t.co/CgDcLFkQXD,/นายกเถื่อน/ม็อบ23สิงหา65/แตงโมต้องได้รับความยุติธรรม/โหนกระแส,0,0,0,0,0,0,1
287,"กระดูกสันหลังหัก เยียวยา10,000บ.
ค่าน้ำมันไปหาหมอตลอด3เดือน ค่ายาค่าหมอก็ไม่พอแล้วไหม?
ผ่านมาเกือบ2เดือนไม่ได้อะไรเลย
กระเช้าเยี่ยม3อันถ้วนค่ะ!!!!!
#bts #btsสุรศักดิ์ #โหนกระแส  #JS100 https://t.co/NlwDw4rkjV",/bts/btsสุรศักดิ์/โหนกระแส/JS100,0,0,0,0,0,0,1
288,"ใครกำลังมองหางานทำอยู่ใช่ไหมคะ
-รายได้ขั้นต่ำ 100++
 -เงินเข้าธนาคาร โดยตรง
 -งานถูกกฎหมาย
 -ไม่จำกัดอายุ ทำได้ตลอด24ชม
-สนใจ รี เดมมานะคะ  #โป๊ปไอซ์ #พรีมายา #โหนกระแส #งานออนไลน์  #หางานออนไลน์ฟรี #หาเงินเข้าบัญชี #นักเรียน #นักศึกษา #รายได้เสริม #ปาทู #รีทวิต https://t.co/14vutLCZW4",/โป๊ปไอซ์/พรีมายา/โหนกระแส/งานออนไลน์/หางานออนไลน์ฟรี/หาเงินเข้าบัญชี/นักเรียน/นักศึกษา/รายได้เสริม/ปาทู/รีทวิต,0,0,0,0,0,0,1
289,"เงินเข้ากันทุกวัน ขยันขนาดนี้ ปังไม่ไหวค่าแม่!!!! ใครอยากมีเงินเข้าบัญชีทุกวันต้องมาฟังทางนี้!!! 💸💸 งานง่ายๆนั้งทำที่บ้านสบายๆ มีเวลาตอนไหนก็ทำไม่จำกัดอายุ ขอแค่ตั้งใจ มาตำกันเด้อออ #งานออนไลน์ #ร้องข้ามกําแพง 
#winmetawin #หางานทํา #โหนกระแส #tontawan_t #ไฟไหม้ผับชลบุรี #SNSD https://t.co/lElORKuSsz",/งานออนไลน์/ร้องข้ามกําแพง/winmetawin/หางานทํา/โหนกระแส/tontawan_t/ไฟไหม้ผับชลบุรี/SNSD,0,0,0,0,0,0,1
290,"พี่หนุ่ม กรรชัย กลับมาแล้วค่ะ ไม่ได้ถูกอุ้ม ไม่ได้เป็นโควิด ส่วนอาการร้อนในเริ่มทุเลาลง ยังมีเจ็บอยู่บ้างนิดหน่อย พี่หนุ่มขอบคุณทุกๆคนที่เป็นห่วงค่ะ😊🙏
#เที่ยงวันทันเหตุการณ์ #โหนกระแส https://t.co/xTPdFHw7Lf",/เที่ยงวันทันเหตุการณ์/โหนกระแส,0,0,0,0,0,0,1
291,"แจกเครดิตฟรี 50 รับทันที ฝาก50 รับอีก 50
****กติกา****
1.สมัคร https://t.co/bAaULXlzP7
2.กดรีทวิต/กดติดตาม แคปจอส่งให้แอดมิน
3.รับเครดิตทันที
#เครดิตฟรี #เครดิตฟรี50กดรับเอง #คลิปเสียว #คลิปหลุดนักศึกษา
 #netflixล่ม #คลิปช่วยตัวเอง #เครดิตฟรีไม่ต้องฝากไม่ต้องแชร์  #โหนกระแส https://t.co/FWUxGdBGTW",/เครดิตฟรี/เครดิตฟรี50กดรับเอง/คลิปเสียว/คลิปหลุดนักศึกษา/netflixล่ม/คลิปช่วยตัวเอง/เครดิตฟรีไม่ต้องฝากไม่ต้องแชร์/โหนกระแส,0,0,0,0,0,0,1
292,"แจกเครดิตฟรี 50 รับทันที ฝาก50 รับอีก 50
****กติกา****
1.สมัคร https://t.co/bAaULXlzP7
2.กดรีทวิต/กดติดตาม แคปจอส่งให้แอดมิน
3.รับเครดิตทันที
#เครดิตฟรี #เครดิตฟรี50กดรับเอง #คลิปเสียว #คลิปหลุดนักศึกษา
 #netflixล่ม #คลิปช่วยตัวเอง #เครดิตฟรีไม่ต้องฝากไม่ต้องแชร์  #โหนกระแส https://t.co/O3hfSoyMAb",/เครดิตฟรี/เครดิตฟรี50กดรับเอง/คลิปเสียว/คลิปหลุดนักศึกษา/netflixล่ม/คลิปช่วยตัวเอง/เครดิตฟรีไม่ต้องฝากไม่ต้องแชร์/โหนกระแส,0,0,0,0,0,0,1
293,"เงินเข้าทุกวัน เข้าทั้งวันไปเลยค่าาา 💸
ใครอยากมีรายได้ในเวลาว่างๆ แค่ทำงานผ่านมือถือสบายๆ
หาเงินใช้เองชิวๆไปค่ะ งานง่ายๆ ใครก็ทำได้ 🥳
***---สนใจ รี เฟบ เดม---** 😚 #หางาน #หางานออนไลน์ฟรี #งานออนไลน์ #bbillkin #แพทริค #JENNIE #JAYB #LALISA #พิ้งกี้ #โหนกระแส #พรีมายา #ไบร์ทวิน https://t.co/yEIbfgMyHw",/หางาน/หางานออนไลน์ฟรี/งานออนไลน์/bbillkin/แพทริค/JENNIE/JAYB/LALISA/พิ้งกี้/โหนกระแส/พรีมายา/ไบร์ทวิน,0,0,0,0,0,0,1
294,"เงินเข้าทุกวัน เข้าทั้งวันไปเลยค่าาา 💸
ใครอยากมีรายได้ในเวลาว่างๆ แค่ทำงานผ่านมือถือสบายๆ
หาเงินใช้เองชิวๆไปค่ะ งานง่ายๆ ใครก็ทำได้ 🥳
***---สนใจ รี เฟบ เดม---** 😚 #หางาน #หางานออนไลน์ฟรี #งานออนไลน์ #bbillkin #แพทริค #JENNIE #JAYB #LALISA #พิ้งกี้ #โหนกระแส #พรีมายา #ไบร์ทวิน https://t.co/TeCxKzeuMy",/หางาน/หางานออนไลน์ฟรี/งานออนไลน์/bbillkin/แพทริค/JENNIE/JAYB/LALISA/พิ้งกี้/โหนกระแส/พรีมายา/ไบร์ทวิน,0,0,0,0,0,0,1
295,ประเทศนี้มันพังแค่ไหน ใช้เส้นสายในการทำเรื่องผิดให้ถูกได้ เพราะหัวมันเน่า ทุกอย่างเลยเน่าตาม #นายกเถื่อน #โหนกระแส https://t.co/rKZz2dkiMi,/นายกเถื่อน/โหนกระแส,0,0,0,0,0,0,1
296,"กาชาดจังหวัดภูเก็ต จัดโครงการ “คนตงห่อ ยกชั้นแบ่งปันทุกข์-สุข” (Together We Share) ขับเคลื่อนนโยบายรัฐบาลและจังหวัด 

#RadioThaiPhuket #PRD 
#สวทภูเก็ตprd #Expo2028PhuketThailand
#โควิด19 #โหนกระแส #NONTTANONT 
#ด้วยรักและหักหลังEP7 #threemandown https://t.co/xPH15UN4Jc",/RadioThaiPhuket/PRD/สวทภูเก็ตprd/Expo2028PhuketThailand/โควิด19/โหนกระแส/NONTTANONT/ด้วยรักและหักหลังEP7/threemandown,0,0,0,0,0,0,1
297,"เทศบาลนครภูเก็ต จัดกิจกรรม Big Cleaning Day เนื่องในโอกาสมหามงคล 90 พรรษา (12 สิงหาคม 2565) สมเด็จพระนางเจ้าสิริกิติ์ พระบรมราชินีนาถ พระบรมราชชนนีพันปีหลวง  ประจำปีพุทธศักราช 2565

#RadioThaiPhuket #PRD 
#สวทภูเก็ตprd #Expo2028PhuketThailand
#โควิด19 #โหนกระแส #NONTTANONT https://t.co/3mV1fDEQXi",/RadioThaiPhuket/PRD/สวทภูเก็ตprd/Expo2028PhuketThailand/โควิด19/โหนกระแส/NONTTANONT,0,0,0,0,0,0,1
298,"สมาคมไทย-เนปาลภูเก็ตรวมพลังจัดเทศกาลตีจ เชิดชูสตรี ผู้สร้างโลก    

#RadioThaiPhuket #PRD 
#สวทภูเก็ตprd #Expo2028PhuketThailand
#โควิด19 #โหนกระแส #NONTTANONT 
#ด้วยรักและหักหลังEP7 #threemandown https://t.co/evHTQApBS7",/RadioThaiPhuket/PRD/สวทภูเก็ตprd/Expo2028PhuketThailand/โควิด19/โหนกระแส/NONTTANONT/ด้วยรักและหักหลังEP7/threemandown,0,0,0,0,0,0,1
299,"เงินกู้ (💸)(เงินด่วนทันใจ))(กู้ได้จริง100%) แบบรายเดือน ถูกกฏหมาย💸 💴เอกสารไม่ยุ่งยาก 💰อนุมัติภายใน 30 นาที #กู้เงิน 
#โหนกระแส #คนไทยในเกาหลี #รายได้เสริม #กู้เงินด่วน  #กระเป๋าสตางค์ #ลงทุนน้อยกำไรงาม #หาเงินเข้าวอลเลท #งานออนไลน์ #หางา https://t.co/ez6CysTB1L",/กู้เงิน/โหนกระแส/คนไทยในเกาหลี/รายได้เสริม/กู้เงินด่วน/กระเป๋าสตางค์/ลงทุนน้อยกำไรงาม/หาเงินเข้าวอลเลท/งานออนไลน์/หางา,0,0,0,0,0,0,1
300,"ใครกำลังมองหางานทำอยู่ใช่ไหมคะ
-รายได้ขั้นต่ำ 100++
 -เงินเข้าธนาคาร โดยตรง
 -งานถูกกฎหมาย
 -ไม่จำกัดอายุ ทำได้ตลอด24ชม
-สนใจ รี เดมมานะคะ  #โป๊ปไอซ์ #โหนกระแส #งานออนไลน์  #หางานออนไลน์ฟรี #หาเงินเข้าบัญชี #นักเรียน #นักศึกษา #รายได้เสริม #ปาทู #รีทวิต https://t.co/mGVxyePirK",/โป๊ปไอซ์/โหนกระแส/งานออนไลน์/หางานออนไลน์ฟรี/หาเงินเข้าบัญชี/นักเรียน/นักศึกษา/รายได้เสริม/ปาทู/รีทวิต,0,0,0,0,0,0,1
301,"เงินเข้ากันทุกวัน ขยันขนาดนี้ ปังไม่ไหวค่าแม่!!!! ใครอยากมีเงินเข้าบัญชีทุกวันต้องมาฟังทางนี้!!! 💸💸 งานง่ายๆนั้งทำที่บ้านสบายๆ มีเวลาตอนไหนก็ทำไม่จำกัดอายุ ขอแค่ตั้งใจ มาตำกันเด้อออ #งานออนไลน์ #ร้องข้ามกําแพง 
#winmetawin #หางานทํา #โหนกระแส #tontawan_t #ไฟไหม้ผับชลบุรี #SNSD https://t.co/JJfWmmbMuh",/งานออนไลน์/ร้องข้ามกําแพง/winmetawin/หางานทํา/โหนกระแส/tontawan_t/ไฟไหม้ผับชลบุรี/SNSD,0,0,0,0,0,0,1
